22,2020,12,14,2,20201214,,,
23,2020,1,6,2.09,20200106,,,
23,2020,1,13,2.1,20200113,,,
23,2020,1,20,41.02,20200120,,,
23,2020,1,27,4.01,20200127,,,
23,2020,2,3,0.2,20200203,,,
23,2020,2,17,0.11,20200217,,,
23,2020,3,9,1.16,20200309,,,
23,2020,3,16,0.78,20200316,,,
23,2020,6,1,2,20200601,,,
23,2020,11,30,2,20201130,,,
23,2020,12,14,10,20201214,,,
25,2020,5,18,1,20200518,,,
25,2020,7,13,2,20200713,,,
25,2020,7,20,4,20200720,,,
25,2020,7,27,1,20200727,,,
25,2020,8,3,1,20200803,,,
26,2020,7,13,2,20200713,,,
28,2020,4,13,1.85,20200413,,,
28,2020,4,20,0.25,20200420,,,
28,2020,5,18,3,20200518,,,
28,2020,5,25,1,20200525,,,
28,2020,6,8,1,20200608,,,
28,2020,6,22,1,20200622,,,
28,2020,6,29,10,20200629,,,
28,2020,7,6,5,20200706,,,
28,2020,7,13,20,20200713,,,
28,2020,7,20,25,20200720,,,
28,2020,7,27,12,20200727,,,
28,2020,8,3,1,20200803,,,
29,2020,5,25,2,20200525,,,
29,2020,6,1,1,20200601,,,
29,2020,6,8,4,20200608,,,
29,2020,6,22,2,20200622,,,
29,2020,6,29,5,20200629,,,
29,2020,7,6,10,20200706,,,
29,2020,7,13,25,20200713,,,
29,2020,7,20,15,20200720,,,
29,2020,7,27,5,20200727,,,
29,2020,8,3,1,20200803,,,
30,2020,5,18,1,20200518,,,
30,2020,5,25,3,20200525,,,
30,2020,6,8,4,20200608,,,
30,2020,6,22,15,20200622,,,
30,2020,6,29,15,20200629,,,
33,2020,5,18,1,20200518,,,
33,2020,6,1,1,20200601,,,
33,2020,6,8,2,20200608,,,
33,2020,6,22,8,20200622,,,
33,2020,6,29,15,20200629,,,
33,2020,7,6,15,20200706,,,
33,2020,7,13,30,20200713,,,
33,2020,7,20,13,20200720,,,
33,2020,8,3,1,20200803,,,
34,2020,4,13,1,20200413,,,
34,2020,4,20,0.05,20200420,,,
34,2020,6,1,1,20200601,,,
34,2020,6,15,2,20200615,,,
34,2020,9,14,2,20200914,,,
34,2020,9,21,0.5,20200921,,,
36,2020,5,25,2,20200525,,,
36,2020,6,1,2,20200601,,,
36,2020,6,8,1,20200608,,,
36,2020,6,15,8,20200615,,,
36,2020,7,6,1,20200706,,,
36,2020,7,13,1,20200713,,,
36,2020,7,20,1,20200720,,,
36,2020,7,27,1,20200727,,,
36,2020,8,3,1,20200803,,,
36,2020,8,10,1,20200810,,,
36,2020,8,17,1,20200817,,,
36,2020,8,24,5,20200824,,,
36,2020,8,31,5,20200831,,,
36,2020,9,7,2,20200907,,,
36,2020,9,14,1,20200914,,,
36,2020,9,21,1,20200921,,,
38,2020,6,1,1,20200601,,,
38,2020,6,8,10,20200608,,,
38,2020,6,15,20,20200615,,,
38,2020,7,6,1,20200706,,,
38,2020,7,13,4,20200713,,,
38,2020,7,20,4,20200720,,,
38,2020,7,27,4,20200727,,,
38,2020,8,3,1,20200803,,,
38,2020,8,10,4,20200810,,,
38,2020,8,17,4,20200817,,,
38,2020,8,24,4,20200824,,,
38,2020,8,31,4,20200831,,,
38,2020,9,7,5,20200907,,,
38,2020,9,14,2,20200914,,,
38,2020,9,21,0.5,20200921,,,
42,2020,4,6,1.2,20200406,,,
42,2020,6,15,4,20200615,,,
42,2020,7,13,8,20200713,,,
42,2020,8,10,8,20200810,,,
42,2020,8,17,2,20200817,,,
42,2020,8,24,1,20200824,,,
42,2020,8,31,1,20200831,,,
43,2020,2,24,0.4,20200224,,,
43,2020,3,30,3.55,20200330,,,
43,2020,4,6,15.9,20200406,,,
43,2020,4,13,8.4,20200413,,,
43,2020,4,20,3.5,20200420,,,
43,2020,5,4,10,20200504,,,
43,2020,5,11,10,20200511,,,
43,2020,5,18,10,20200518,,,
43,2020,5,25,10,20200525,,,
43,2020,6,1,15,20200601,,,
43,2020,6,8,15,20200608,,,
43,2020,6,15,15,20200615,,,
43,2020,6,22,20,20200622,,,
43,2020,6,29,10,20200629,,,
43,2020,7,6,15,20200706,,,
43,2020,7,13,10,20200713,,,
43,2020,7,20,10,20200720,,,
43,2020,7,27,15,20200727,,,
43,2020,8,3,15,20200803,,,
43,2020,8,10,15,20200810,,,
43,2020,8,17,10,20200817,,,
43,2020,8,24,5,20200824,,,
43,2020,8,31,3,20200831,,,
43,2020,9,7,2,20200907,,,
44,2020,4,6,1.52,20200406,,,
44,2020,5,4,4,20200504,,,
44,2020,5,11,8,20200511,,,
44,2020,5,18,8,20200518,,,
44,2020,5,25,8,20200525,,,
44,2020,6,1,4,20200601,,,
44,2020,6,8,8,20200608,,,
44,2020,6,15,6,20200615,,,
44,2020,6,22,5,20200622,,,
44,2020,6,29,10,20200629,,,
44,2020,7,6,10,20200706,,,
44,2020,7,13,15,20200713,,,
44,2020,7,20,20,20200720,,,
44,2020,7,27,20,20200727,,,
44,2020,8,3,25,20200803,,,
44,2020,8,10,5,20200810,,,
45,2020,4,6,0.75,20200406,,,
45,2020,5,4,4,20200504,,,
45,2020,5,11,5,20200511,,,
45,2020,5,18,5,20200518,,,
45,2020,5,25,5,20200525,,,
45,2020,6,1,4,20200601,,,
45,2020,6,8,5,20200608,,,
45,2020,6,15,2,20200615,,,
45,2020,6,22,1,20200622,,,
46,2020,4,6,0.66,20200406,,,
46,2020,5,4,10,20200504,,,
46,2020,5,11,10,20200511,,,
46,2020,5,18,15,20200518,,,
46,2020,5,25,10,20200525,,,
46,2020,6,1,10,20200601,,,
46,2020,6,8,10,20200608,,,
46,2020,6,15,10,20200615,,,
46,2020,6,22,2,20200622,,,
47,2020,4,6,3.98,20200406,,,
47,2020,4,13,20.64,20200413,,,
47,2020,4,20,6.02,20200420,,,
47,2020,4,27,5.35,20200427,,,
47,2020,5,4,10,20200504,,,
47,2020,5,11,10,20200511,,,
47,2020,5,18,10,20200518,,,
47,2020,5,25,10,20200525,,,
47,2020,6,1,10,20200601,,,
47,2020,6,8,20,20200608,,,
47,2020,6,15,20,20200615,,,
47,2020,6,22,20,20200622,,,
47,2020,6,29,15,20200629,,,
47,2020,7,20,4,20200720,,,
47,2020,7,27,4,20200727,,,
47,2020,8,3,4,20200803,,,
49,2020,5,4,5,20200504,,,
49,2020,5,11,5,20200511,,,
49,2020,5,18,10,20200518,,,
49,2020,5,25,5,20200525,,,
49,2020,6,1,10,20200601,,,
49,2020,6,8,5,20200608,,,
49,2020,6,15,2,20200615,,,
49,2020,6,22,1,20200622,,,
49,2020,7,27,3,20200727,,,
49,2020,8,3,3,20200803,,,
50,2020,5,25,1,20200525,,,
50,2020,6,1,1,20200601,,,
51,2020,5,18,5,20200518,,,
51,2020,5,25,2,20200525,,,
51,2020,6,1,3,20200601,,,
52,2020,3,23,2.37,20200323,,,
52,2020,3,30,2.03,20200330,,,
52,2020,4,6,1.27,20200406,,,
52,2020,11,2,1,20201102,,,
54,2020,1,6,1.5,20200106,,,
54,2020,1,13,0.55,20200113,,,
54,2020,1,20,0.25,20200120,,,
54,2020,1,27,0.7,20200127,,,
54,2020,2,3,4.75,20200203,,,
54,2020,2,10,0.15,20200210,,,
54,2020,2,24,1.6,20200224,,,
54,2020,3,2,1.25,20200302,,,
54,2020,3,9,11.75,20200309,,,
54,2020,3,16,8.7,20200316,,,
54,2020,3,23,15.7,20200323,,,
54,2020,3,30,10.25,20200330,,,
54,2020,4,6,0.9,20200406,,,
54,2020,11,2,3,20201102,,,
54,2020,11,9,1,20201109,,,
55,2020,1,6,1.2,20200106,,,
55,2020,3,2,6.32,20200302,,,
55,2020,3,9,3.4,20200309,,,
56,2020,1,6,1.52,20200106,,,
56,2020,1,13,1.05,20200113,,,
56,2020,1,20,0.2,20200120,,,
56,2020,2,3,0.42,20200203,,,
56,2020,2,24,16.74,20200224,,,
56,2020,3,2,13.21,20200302,,,
56,2020,3,9,5.39,20200309,,,
56,2020,3,16,6.31,20200316,,,
56,2020,3,23,8.71,20200323,,,
56,2020,3,30,0.76,20200330,,,
56,2020,4,6,0.61,20200406,,,
56,2020,4,13,0.49,20200413,,,
56,2020,4,20,0.95,20200420,,,
56,2020,4,27,0.37,20200427,,,
56,2020,11,2,1,20201102,,,
56,2020,11,9,5,20201109,,,
57,2020,3,30,0.92,20200330,,,
59,2020,1,20,0.9,20200120,,,
59,2020,2,24,2.7,20200224,,,
59,2020,3,30,0.58,20200330,,,
59,2020,4,6,1.79,20200406,,,
59,2020,4,13,3.28,20200413,,,
59,2020,4,20,3.18,20200420,,,
60,2020,1,20,0.78,20200120,,,
60,2020,2,17,1.33,20200217,,,
60,2020,3,9,3.07,20200309,,,
60,2020,3,16,5.52,20200316,,,
60,2020,3,23,13.8,20200323,,,
60,2020,3,30,0.42,20200330,,,
60,2020,4,6,7.29,20200406,,,
60,2020,4,13,30.56,20200413,,,
60,2020,4,20,2.11,20200420,,,
61,2020,2,24,0.42,20200224,,,
61,2020,3,2,0.37,20200302,,,
61,2020,4,13,14.27,20200413,,,
61,2020,4,27,0.6,20200427,,,
62,2020,4,6,0.15,20200406,,,
62,2020,4,13,9.57,20200413,,,
63,2020,2,24,4,20200224,,,
66,2020,1,20,1.93,20200120,,,
66,2020,1,27,1.11,20200127,,,
66,2020,2,3,0.3,20200203,,,
66,2020,2,17,1.57,20200217,,,
66,2020,2,24,8.99,20200224,,,
66,2020,3,2,0.59,20200302,,,
66,2020,3,9,0.8,20200309,,,
66,2020,3,16,0.21,20200316,,,
66,2020,3,23,1.87,20200323,,,
66,2020,3,30,4.46,20200330,,,
66,2020,4,6,17.29,20200406,,,
66,2020,4,13,35.5,20200413,,,
66,2020,4,20,12.91,20200420,,,
66,2020,4,27,0.44,20200427,,,
67,2020,1,27,1,20200127,,,
67,2020,2,3,19.5,20200203,,,
67,2020,2,10,1.38,20200210,,,
67,2020,2,17,2.27,20200217,,,
67,2020,3,9,2.79,20200309,,,
67,2020,3,30,0.1,20200330,,,
68,2020,2,17,0.25,20200217,,,
69,2020,3,9,0.37,20200309,,,
69,2020,3,16,3.15,20200316,,,
70,2020,1,27,11.47,20200127,,,
70,2020,2,3,39.45,20200203,,,
70,2020,2,10,1.57,20200210,,,
70,2020,2,17,4.9,20200217,,,
70,2020,3,2,14.45,20200302,,,
70,2020,3,9,12.87,20200309,,,
70,2020,3,16,2.7,20200316,,,
70,2020,3,30,4.5,20200330,,,
70,2020,4,6,2.7,20200406,,,
70,2020,4,13,0.26,20200413,,,
71,2020,2,3,0.33,20200203,,,
71,2020,3,9,2.61,20200309,,,
72,2020,2,17,0.2,20200217,,,
74,2020,3,9,4,20200309,,,
77,2020,1,20,3.97,20200120,,,
77,2020,1,27,3.98,20200127,,,
77,2020,2,3,31.56,20200203,,,
77,2020,2,10,8.94,20200210,,,
77,2020,2,17,4.82,20200217,,,
77,2020,2,24,0.92,20200224,,,
77,2020,3,2,5.2,20200302,,,
77,2020,3,9,13.55,20200309,,,
77,2020,3,16,1.74,20200316,,,
77,2020,3,23,0.45,20200323,,,
77,2020,3,30,1.68,20200330,,,
77,2020,4,6,0.1,20200406,,,
78,2020,5,11,1,20200511,,,
78,2020,7,13,2,20200713,,,
78,2020,7,20,1,20200720,,,
79,2020,5,11,2,20200511,,,
79,2020,5,18,1,20200518,,,
79,2020,6,1,2,20200601,,,
79,2020,6,8,2,20200608,,,
79,2020,6,15,2,20200615,,,
79,2020,6,22,2,20200622,,,
79,2020,7,6,1,20200706,,,
79,2020,7,13,1,20200713,,,
79,2020,7,20,1,20200720,,,
79,2020,7,27,8,20200727,,,
79,2020,8,3,2,20200803,,,
79,2020,8,10,1,20200810,,,
80,2020,5,11,1,20200511,,,
80,2020,5,18,3,20200518,,,
80,2020,6,1,10,20200601,,,
80,2020,6,8,10,20200608,,,
80,2020,6,15,10,20200615,,,
80,2020,6,22,6,20200622,,,
80,2020,7,6,6,20200706,,,
80,2020,7,20,2,20200720,,,
80,2020,7,27,8,20200727,,,
82,2020,5,25,2,20200525,,,
83,2020,5,18,5,20200518,,,
83,2020,5,25,5,20200525,,,
84,2020,3,2,1.5,20200302,,,
84,2020,3,9,0.8,20200309,,,
85,2020,1,6,0.5,20200106,,,
85,2020,1,13,0.5,20200113,,,
85,2020,1,27,0.45,20200127,,,
85,2020,2,3,5,20200203,,,
85,2020,2,10,2.3,20200210,,,
85,2020,2,17,2.75,20200217,,,
85,2020,2,24,16.8,20200224,,,
85,2020,3,2,6.45,20200302,,,
85,2020,3,9,0.5,20200309,,,
85,2020,3,23,0.3,20200323,,,
86,2020,1,13,2.2,20200113,,,
86,2020,2,3,8.37,20200203,,,
86,2020,2,10,11.52,20200210,,,
86,2020,2,17,2.5,20200217,,,
86,2020,2,24,6.75,20200224,,,
86,2020,3,2,10.01,20200302,,,
86,2020,3,9,1.22,20200309,,,
86,2020,3,23,0.72,20200323,,,
87,2020,4,13,0.52,20200413,,,
87,2020,4,27,6.19,20200427,,,
88,2020,4,13,1.12,20200413,,,
88,2020,4,27,3.69,20200427,,,
89,2020,4,13,1.23,20200413,,,
89,2020,4,20,1.6,20200420,,,
89,2020,4,27,14.69,20200427,,,
89,2020,5,4,2,20200504,,,
89,2020,5,11,3,20200511,,,
90,2020,5,4,2,20200504,,,
90,2020,5,11,2,20200511,,,
93,2020,4,20,31.55,20200420,,,
93,2020,4,27,20.05,20200427,,,
93,2020,5,4,5,20200504,,,
93,2020,5,11,5,20200511,,,
94,2020,4,20,2,20200420,,,
94,2020,4,27,0.5,20200427,,,
95,2020,4,13,1.79,20200413,,,
95,2020,6,1,30,20200601,,,
95,2020,6,8,10,20200608,,,
98,2020,10,12,1,20201012,,,
98,2020,11,2,4,20201102,,,
98,2020,11,9,4,20201109,,,
98,2020,11,16,1,20201116,,,
99,2020,10,12,1,20201012,,,
99,2020,10,19,3,20201019,,,
99,2020,10,26,3,20201026,,,
99,2020,11,2,3,20201102,,,
99,2020,11,9,3,20201109,,,
99,2020,11,16,1,20201116,,,
101,2020,2,10,0.5,20200210,,,
101,2020,5,4,1,20200504,,,
103,2020,2,3,0.55,20200203,,,
103,2020,2,10,2.85,20200210,,,
103,2020,3,2,0.5,20200302,,,
103,2020,3,23,3.05,20200323,,,
103,2020,3,30,2.05,20200330,,,
103,2020,4,6,0.5,20200406,,,
103,2020,4,13,6.05,20200413,,,
103,2020,4,20,3.25,20200420,,,
103,2020,5,4,2,20200504,,,
104,2020,1,27,0.4,20200127,,,
104,2020,2,3,1.15,20200203,,,
104,2020,2,10,0.84,20200210,,,
104,2020,2,17,0.53,20200217,,,
104,2020,3,2,1.51,20200302,,,
104,2020,3,16,0.3,20200316,,,
104,2020,3,23,17.17,20200323,,,
104,2020,3,30,11.77,20200330,,,
104,2020,4,6,2.88,20200406,,,
104,2020,4,13,2.16,20200413,,,
104,2020,4,20,1.35,20200420,,,
104,2020,4,27,1.21,20200427,,,
104,2020,5,4,1,20200504,,,
104,2020,5,11,1,20200511,,,
105,2020,1,6,2.5,20200106,,,
105,2020,3,30,0.23,20200330,,,
105,2020,11,9,0.5,20201109,,,
106,2020,1,6,2,20200106,,,
106,2020,1,13,1,20200113,,,
106,2020,1,20,6.4,20200120,,,
106,2020,1,27,0.45,20200127,,,
106,2020,11,9,2,20201109,,,
107,2020,1,6,4.5,20200106,,,
108,2020,1,6,9.84,20200106,,,
108,2020,1,13,3.97,20200113,,,
108,2020,1,20,8.77,20200120,,,
108,2020,2,10,1.6,20200210,,,
108,2020,3,2,2.16,20200302,,,
108,2020,11,9,1,20201109,,,
108,2020,11,16,2,20201116,,,
110,2020,5,11,2,20200511,,,
110,2020,5,18,2,20200518,,,
111,2020,5,11,3,20200511,,,
111,2020,5,18,7,20200518,,,
112,2020,6,8,1,20200608,,,
112,2020,6,22,1,20200622,,,
114,2020,4,6,0.25,20200406,,,
114,2020,4,13,5,20200413,,,
114,2020,4,20,1.45,20200420,,,
114,2020,5,11,1,20200511,,,
114,2020,5,18,1,20200518,,,
114,2020,5,25,3,20200525,,,
114,2020,6,1,5,20200601,,,
114,2020,6,8,1,20200608,,,
114,2020,6,15,1,20200615,,,
114,2020,6,22,1,20200622,,,
116,2020,4,13,0.5,20200413,,,
116,2020,4,20,1.87,20200420,,,
116,2020,4,27,0.1,20200427,,,
116,2020,5,11,10,20200511,,,
116,2020,5,18,10,20200518,,,
116,2020,5,25,10,20200525,,,
116,2020,6,1,5,20200601,,,
116,2020,6,8,1,20200608,,,
116,2020,6,22,1,20200622,,,
117,2020,1,6,2,20200106,,,
117,2020,9,21,1,20200921,,,
117,2020,11,2,2,20201102,,,
118,2020,1,27,0.6,20200127,,,
118,2020,9,21,2,20200921,,,
118,2020,9,28,1,20200928,,,
118,2020,10,19,2,20201019,,,
118,2020,10,26,10,20201026,,,
118,2020,11,2,1,20201102,,,
119,2020,9,21,1,20200921,,,
119,2020,9,28,3,20200928,,,
119,2020,10,19,15,20201019,,,
119,2020,10,26,8,20201026,,,
119,2020,11,2,2,20201102,,,
120,2020,3,30,0.48,20200330,,,
120,2020,5,18,2,20200518,,,
121,2020,3,30,0.4,20200330,,,
121,2020,4,6,0.92,20200406,,,
121,2020,5,4,2,20200504,,,
121,2020,5,11,7,20200511,,,
121,2020,5,18,1,20200518,,,
121,2020,5,25,1,20200525,,,
122,2020,3,30,1.92,20200330,,,
122,2020,4,27,0.27,20200427,,,
122,2020,5,4,1,20200504,,,
122,2020,5,11,1,20200511,,,
122,2020,5,18,3,20200518,,,
122,2020,5,25,1,20200525,,,
123,2020,6,15,2,20200615,,,
123,2020,6,22,4,20200622,,,
123,2020,6,29,4,20200629,,,
123,2020,7,6,2,20200706,,,
125,2020,6,15,2,20200615,,,
125,2020,6,22,4,20200622,,,
125,2020,6,29,4,20200629,,,
125,2020,7,6,2,20200706,,,
126,2020,1,13,2.5,20200113,,,
126,2020,3,23,0.39,20200323,,,
126,2020,5,18,2,20200518,,,
127,2020,1,6,0.5,20200106,,,
127,2020,1,13,2.5,20200113,,,
127,2020,2,3,1.2,20200203,,,
127,2020,2,17,0.75,20200217,,,
127,2020,2,24,1.98,20200224,,,
127,2020,3,9,0.28,20200309,,,
127,2020,3,16,2.56,20200316,,,
127,2020,3,23,4.91,20200323,,,
127,2020,3,30,0.5,20200330,,,
127,2020,4,6,6.85,20200406,,,
127,2020,4,13,1.1,20200413,,,
127,2020,4,20,0.67,20200420,,,
127,2020,5,18,3,20200518,,,
128,2020,4,27,3.97,20200427,,,
129,2020,2,3,1.64,20200203,,,
129,2020,2,10,1.45,20200210,,,
129,2020,2,17,3.28,20200217,,,
129,2020,2,24,2.03,20200224,,,
129,2020,3,2,0.5,20200302,,,
129,2020,3,9,2.4,20200309,,,
129,2020,3,16,7.6,20200316,,,
129,2020,4,6,1.84,20200406,,,
129,2020,4,13,0.58,20200413,,,
129,2020,4,27,1.1,20200427,,,
129,2020,5,18,1,20200518,,,
130,2020,3,30,0.6,20200330,,,
131,2020,2,10,0.1,20200210,,,
131,2020,2,24,1.38,20200224,,,
131,2020,3,2,1.9,20200302,,,
131,2020,3,9,1.7,20200309,,,
131,2020,3,30,0.89,20200330,,,
131,2020,4,6,0.35,20200406,,,
131,2020,4,13,1.75,20200413,,,
131,2020,4,20,0.88,20200420,,,
132,2020,2,3,0.44,20200203,,,
132,2020,2,10,1.31,20200210,,,
132,2020,2,17,2.8,20200217,,,
132,2020,2,24,3.11,20200224,,,
132,2020,3,2,5.64,20200302,,,
132,2020,3,9,1.34,20200309,,,
132,2020,3,30,1.73,20200330,,,
132,2020,4,6,4.54,20200406,,,
132,2020,4,13,5.59,20200413,,,
132,2020,4,20,4.7,20200420,,,
132,2020,4,27,3.06,20200427,,,
133,2020,1,6,1.06,20200106,,,
133,2020,1,13,4.22,20200113,,,
133,2020,1,20,5.41,20200120,,,
133,2020,1,27,1.9,20200127,,,
133,2020,2,3,1.6,20200203,,,
133,2020,2,17,1.1,20200217,,,
133,2020,4,6,1.15,20200406,,,
134,2020,2,17,0.15,20200217,,,
134,2020,4,13,0.2,20200413,,,
135,2020,4,20,0.25,20200420,,,
135,2020,4,27,0.1,20200427,,,
136,2020,4,20,0.25,20200420,,,
136,2020,4,27,0.1,20200427,,,
137,2020,1,20,1.5,20200120,,,
137,2020,2,3,0.5,20200203,,,
138,2020,3,23,2,20200323,,,
138,2020,3,30,1,20200330,,,
138,2020,4,6,4.73,20200406,,,
139,2020,2,10,2.77,20200210,,,
139,2020,2,17,0.25,20200217,,,
139,2020,2,24,0.56,20200224,,,
139,2020,3,9,2.03,20200309,,,
139,2020,3,16,0.15,20200316,,,
139,2020,5,18,1,20200518,,,
139,2020,11,9,2,20201109,,,
139,2020,11,16,2,20201116,,,
139,2020,11,23,2,20201123,,,
139,2020,11,30,1,20201130,,,
140,2020,5,18,1,20200518,,,
140,2020,11,9,2,20201109,,,
140,2020,11,16,8,20201116,,,
140,2020,11,23,8,20201123,,,
140,2020,11,30,1,20201130,,,
142,2020,2,10,2.77,20200210,,,
142,2020,2,17,0.25,20200217,,,
142,2020,2,24,0.56,20200224,,,
142,2020,3,9,2.03,20200309,,,
142,2020,3,16,0.15,20200316,,,
143,2020,2,24,0.42,20200224,,,
144,2020,3,16,2.1,20200316,,,
144,2020,3,30,0.41,20200330,,,
144,2020,8,17,2,20200817,,,
144,2020,8,24,2,20200824,,,
144,2020,8,31,2,20200831,,,
144,2020,9,7,1,20200907,,,
149,2020,3,16,2.3,20200316,,,
149,2020,8,17,2,20200817,,,
149,2020,8,24,6,20200824,,,
149,2020,8,31,4,20200831,,,
149,2020,9,7,1,20200907,,,
150,2020,2,17,0.2,20200217,,,
150,2020,3,16,1.18,20200316,,,
151,2020,2,17,0.5,20200217,,,
151,2020,3,9,0.21,20200309,,,
151,2020,3,16,2.38,20200316,,,
151,2020,4,6,0.88,20200406,,,
151,2020,4,20,0.03,20200420,,,
152,2020,1,6,0.75,20200106,,,
152,2020,2,3,0.35,20200203,,,
152,2020,2,17,0.25,20200217,,,
